id,price
1,382218.3
2,1870381.708
3,558856.4796
4,414310.6831
5,456053.0084
6,574818.0213
7,599342.7484
8,426009.6462
9,487055.6101
10,459496.2403
11,385974.7972
12,312021.6307
13,657136.748
14,449099.0331
15,600288.8135
16,596346.691
17,631099.7522
18,518527.7658
19,777103.0703
20,668908.8007
21,296361.8115
22,330926.8939
23,334608.4452
24,602634.6169
25,638487.2839
26,863190.9829
27,341283.0165
28,507238.8911
29,904236.0364
30,570410.6556
31,529946.2934
32,549889.82
33,565369.6337
34,480452.3918
35,437845.9356
36,217355.577
37,555580.1629
38,662291.8822
39,214066.4483
40,503441.4401
41,844544.2997
42,620495.9169
43,1022575.881
44,1092463.103
45,888447.3499
46,580530.5151
47,444995.7037
48,1062763.804
49,681303.3795
50,378285.385
51,432165.8013
52,490865.1709
53,654543.898
54,1135051.208
55,619530.6143
56,356368.5009
57,354343.9386
58,652528.4532
59,443520.7822
60,897837.4702
61,547426.4026
62,383720.6748
63,375201.4402
64,605120.0116
65,387230.9425
66,530992.4079
67,345629.8357
68,390607.9531
69,521639.2365
70,817571.1073
71,533616.298
72,483134.1318
73,950759.2548
74,520872.0615
75,411293.0483
76,241155.1783
77,465197.6071
78,552614.9893
79,326353.3701
80,527621.3061
81,249628.5473
82,543165.5044
83,329780.8386
84,320721.2594
85,257349.7253
86,750933.1534
87,509008.7672
88,438227.327
89,305454.9402
90,468626.5889
91,356181.5067
92,628776.2385
93,402324.2183
94,575779.1342
95,264048.6256
96,501894.1531
97,820460.569
98,211202.8128
99,350352.2034
100,497668.6858
101,492964.9574
102,690400.1967
103,905590.6681
104,1476283.882
105,548425.8624
106,780946.7597
107,836271.6203
108,618210.7304
109,177927.5171
110,581789.9607
111,999883.1193
112,472639.4562
113,377527.0126
114,242928.8844
115,576151.3986
116,1648538.241
117,297565.3361
118,468524.3831
119,850875.3022
120,911388.3833
121,725669.8537
122,523940.309
123,326867.166
124,454701.8196
125,338305.7025
126,281512.8128
127,319039.0818
128,617309.3121
129,716255.503
130,657913.4624
131,264747.4998
132,245982.4319
133,335791.1499
134,403466.1823
135,484438.6338
136,584453.9928
137,252276.1409
138,745885.6762
139,599972.1666
140,583325.7532
141,435285.4607
142,454063.1675
143,827472.2613
144,929323.5525
145,533234.9308
146,838016.646
147,270559.0876
148,603257.2169
149,592885.5812
150,502336.6561
151,434785.6981
152,305484.759
153,501387.1118
154,284130.8835
155,224507.5273
156,1003544.096
157,479490.1766
158,310883.2543
159,580005.8787
160,821680.7035
161,537093.9393
162,373836.2632
163,663039.4002
164,270867.9075
165,319317.5092
166,1464119.735
167,613555.8794
168,456049.894
169,311920.0611
170,580175.6595
171,452981.3865
172,423805.7035
173,518620.2719
174,1222277.046
175,634409.4798
176,344239.0254
177,199776.9241
178,742052.1248
179,408964.0803
180,568914.2288
181,527895.0288
182,571896.0977
183,292495.5503
184,786148.039
185,539021.8454
186,425560.1317
187,716881.4661
188,345107.6412
189,324720.018
190,769380.1588
191,358110.0824
192,519741.4709
193,580545.0068
194,528638.1693
195,1009822.886
196,711172.2906
197,398489.1401
198,328065.8233
199,927967.9245
200,553040.3489
201,623371.2794
202,1486740.16
203,471425.2296
204,400020.8951
205,411641.5927
206,992959.9653
207,421492.6775
208,537735.6948
209,392559.9471
210,1162189.204
211,776269.4385
212,619146.145
213,351010.588
214,315541.5875
215,550058.7698
216,367653.0726
217,595862.2517
218,208309.2479
219,1818234.622
220,337690.6002
221,534185.6665
222,355478.0992
223,471318.2018
224,1508293.619
225,394524.4145
226,227313.128
227,1208031.244
228,619203.9146
229,613075.6612
230,499807.9228
231,916156.067
232,332071.3477
233,646163.245
234,285149.161
235,574961.3472
236,499428.4347
237,321347.9528
238,367184.6839
239,281626.6195
240,1241253.014
241,355139.2025
242,587311.5442
243,571003.3138
244,395623.6119
245,335642.2007
246,321303.8517
247,518927.8647
248,617927.966
249,477205.3738
250,359588.1618
251,609251.7675
252,281032.9067
253,428854.7789
254,821425.2683
255,2224411.323
256,299249.4617
257,292454.3495
258,1035556.041
259,359165.9324
260,501917.5847
261,370224.2079
262,370084.9057
263,837557.2112
264,432924.566
265,572132.2807
266,410662.3284
267,962828.5651
268,517101.0081
269,397965.6415
270,412892.0097
271,906480.4325
272,312750.2707
273,639296.6717
274,625762.9713
275,766615.3966
276,343151.2148
277,602346.4714
278,756404.4689
279,1395260.906
280,297424.8763
281,280285.7605
282,675408.9027
283,885202.8681
284,616966.0543
285,1079881.769
286,358749.7077
287,651296.7823
288,356207.6317
289,189503.0763
290,574094.0946
291,796870.7094
292,750790.5296
293,1046782.871
294,550443.1369
295,843510.2351
296,1238023.389
297,683082.4438
298,824777.3752
299,643922.176
300,810954.2194
301,501833.0361
302,345017.3956
303,231175.7944
304,391548.5056
305,653211.9792
306,536624.0659
307,373270.8088
308,474927.768
309,223524.46
310,1021857.887
311,297245.1821
312,700453.5545
313,432462.1414
314,1646303.137
315,369859.2515
316,402238.2844
317,712886.4681
318,544761.6253
319,1210446.185
320,633676.9633
321,2819988.764
322,501069.2981
323,227561.5312
324,399432.1332
325,1478018.464
326,650232.2813
327,1008615.407
328,418553.708
329,511240.6599
330,647710.9254
331,664533.6109
332,444056.3507
333,425716.2952
334,559673.4941
335,210162.1765
336,284669.9066
337,1344126.621
338,368399.1951
339,431264.2643
340,312933.7808
341,1726232.776
342,244097.5094
343,591539.0556
344,508470.8377
345,483800.8147
346,551064.2971
347,696298.9709
348,784334.2247
349,709075.7669
350,486771.8023
351,336312.5663
352,606121.0419
353,773209.2871
354,739318.2615
355,297906.0406
356,389183.8631
357,537880.7997
358,736764.3467
359,316486.4414
360,469273.5391
361,365164.5899
