Id,price
1,279400
2,186e4
3,685200
4,441600
5,411400
6,586800
7,527200
8,484400
9,330200
10,400800
11,482600
12,277e3
13,672800
14,98e4
15,626600
16,616600
17,586800
18,592e3
19,462200
20,661800
21,309e3
22,344200
23,238200
24,572800
25,542400
26,873200
27,319400
28,489200
29,721600
30,576400
31,561800
32,698200
33,533600
34,438400
35,380200
36,284200
37,516600
38,697400
39,256600
40,555e3
41,797e3
42,754600
43,1269e3
44,873e3
45,953800
46,642400
47,457600
48,1397e3
49,645600
50,351400
51,558600
52,508400
53,819200
54,925200
55,561e3
56,328e3
57,444600
58,716200
59,455800
60,729800
61,601600
62,379400
63,374800
64,605200
65,309800
66,523200
67,299e3
68,396e3
69,554200
70,811e3
71,43e4
72,491400
73,993e3
74,487600
75,382600
76,227e3
77,639200
78,526400
79,363800
80,649200
81,242400
82,623e3
83,362800
84,368200
85,365800
86,785200
87,316600
88,506600
89,299800
90,424e3
91,447600
92,546800
93,433e3
94,615400
95,275600
96,446600
97,807600
98,209200
99,370600
100,521e3
101,514e3
102,711400
103,835e3
104,1902e3
105,765e3
106,656800
107,818200
108,247800
109,198400
110,576400
111,963800
112,455e3
113,642600
114,221800
115,546e3
116,2038e3
117,291200
118,388400
119,1075e3
120,989e3
121,740800
122,465e3
123,309200
124,559400
125,270200
126,238e3
127,324200
128,608800
129,1008400
130,515400
131,288200
132,249600
133,277e3
134,351400
135,528800
136,670400
137,192600
138,545200
139,516400
140,419600
141,419600
142,412200
143,776e3
144,86e4
145,502800
146,827e3
147,292e3
148,551800
149,484200
150,481e3
151,44e4
152,245800
153,513400
154,265600
155,174833.333
156,1011600
157,532400
158,246400
159,540400
160,684e3
161,484e3
162,371600
163,737600
164,237400
165,376400
166,2182e3
167,626800
168,494800
169,27e4
170,578e3
171,445800
172,510200
173,396400
174,1199e3
175,705e3
176,261e3
177,189400
178,779e3
179,279800
180,552200
181,429400
182,572200
183,275200
184,596e3
185,373200
186,374e3
187,289800
188,316e3
189,311200
190,726400
191,369e3
192,455800
193,550200
194,695400
195,813200
196,633600
197,474600
198,251200
199,776800
200,506800
201,653400
202,1694e3
203,463e3
204,610200
205,412e3
206,103e4
207,409e3
208,513600
209,423800
210,977400
211,926200
212,515600
213,307600
214,282400
215,455400
216,277200
217,623e3
218,205400
219,23e5
220,372e3
221,473200
222,319e3
223,495800
224,1154600
225,249e3
226,206800
227,1711e3
228,532600
229,755600
230,498400
231,1006e3
232,269400
233,541800
234,277600
235,497600
236,540800
237,278400
238,328e3
239,220600
240,968e3
241,329400
242,492400
243,525600
244,29e4
245,408e3
246,307200
247,546e3
248,619800
249,444600
250,361800
251,809600
252,267e3
253,374400
254,490800
255,246e4
256,299600
257,296800
258,1054e3
259,288800
260,483400
261,371400
262,324600
263,1236800
264,445200
265,508600
266,371e3
267,1146800
268,613200
269,390400
270,473600
271,1195e3
272,277800
273,594200
274,562400
275,778400
276,358600
277,574e3
278,573800
279,1141600
280,327600
281,323e3
282,674200
283,809400
284,585800
285,846e3
286,321800
287,489600
288,446400
289,163200
290,648600
291,683600
292,784600
293,817200
294,583800
295,828800
296,1326600
297,561600
298,858800
299,583800
300,748e3
301,492800
302,277400
303,257e3
304,379400
305,548200
306,505e3
307,351e3
308,501e3
309,223800
310,878e3
311,210800
312,655200
313,389400
314,2348e3
315,441200
316,438800
317,716200
318,65e4
319,1114e3
320,620800
321,2454e3
322,529e3
323,213400
324,366800
325,1136e3
326,596600
327,962400
328,418600
329,521200
330,638600
331,575e3
332,395400
333,463e3
334,561600
335,200600
336,297600
337,1381400
338,42e4
339,356200
340,245200
341,1882e3
342,224e3
343,592e3
344,399800
345,452800
346,554200
347,679400
348,1053e3
349,862800
350,479800
351,410800
352,660400
353,834e3
354,678600
355,162200
356,334600
357,554600
358,680800
359,225800
360,309200
361,346800
362,479200
363,465400
364,34e4
365,488600
366,323400
367,699e3
368,816200
369,651400
370,338200
371,448800
372,302600
373,346200
374,494e3
375,812400
376,188400
377,659400
378,705600
379,931600
380,335e3
381,542400
382,315400
383,675800
384,303400
385,330600
386,479e3
387,757600
388,618600
389,521600
390,544600
391,1404e3
392,337400
393,447e3
394,1186e3
395,308800
396,607600
397,434800
398,219e3
399,250800
400,354200
401,599200
402,356400
403,424800
404,496600
405,412800
406,458e3
407,513e3
408,302600
409,546800
410,306200
411,581600
412,731600
413,638e3
414,258600
415,728600
416,227400
417,129e4
418,335600
419,368800
420,744e3
421,353800
422,605e3
423,482200
424,329200
425,427e3
426,339400
427,418600
428,507400
429,497400
430,255800
431,405200
432,225e3
433,928800
434,268600
435,697e3
436,897600
437,196800
438,373800
439,353200
440,1198600
441,585400
442,407200
443,283600
444,358200
445,418600
446,422800
447,286400
448,768e3
449,778200
450,570400
451,316400
452,664600
453,491400
454,849e3
455,281800
456,515400
457,372200
458,289200
459,553400
460,241600
461,481200
462,263800
463,612200
464,401600
465,424800
466,470200
467,568800
468,369200
469,475800
470,526e3
471,637600
472,402e3
473,504400
474,702e3
475,291400
476,142e4
477,323e3
478,426400
479,647600
480,462200
481,348800
482,351400
483,642800
484,216600
485,600800
486,595800
487,391600
488,702400
489,351400
490,393200
491,698e3
492,465400
493,439200
494,233800
495,876600
496,270200
497,452e3
498,961400
499,676200
500,305600
501,518600
502,344800
503,191200
504,556e3
505,666200
506,505200
507,609600
508,857800
509,348400
510,1426e3
511,387400
512,238200
513,448e3
514,452600
515,534200
516,253e3
517,695200
518,767600
519,304200
520,263e3
521,535400
522,158600
523,403e3
524,293400
525,427400
526,491e3
527,554200
528,436400
529,655e3
530,419600
531,530400
532,529600
533,794600
534,822800
535,252600
536,1224e3
537,348200
538,397600
539,479200
540,466600
541,744200
542,257600
543,283600
544,269400
545,679200
546,874e3
547,352200
548,247200
549,218600
550,355200
551,734200
552,1216600
553,349600
